,country,volume,cases,deaths,index,nn-score_avg,textblob-score_avg,vader-score_avg,native-score_avg
60,England,963,838,2910,0,0.1846493924880193,0.11277226620703097,0.07650879531103091,0.30169651979123524
61,Scotland,238,28,344,0,0.2335181612388743,0.034500425807705466,0.015179765093635837,0.36906852909399596
62,Northern Ireland,26,0,94,0,-0.06196581196581199,0.07484210234210235,0.0795105769230769,0.09615384615384615
63,Wales,105,0,387,0,0.3930218173639226,0.13201784922191256,0.10356804965137202,0.47390350877192977
64,England,877,830,5107,0,0.061561435087185694,0.06485422804803873,0.04870503456469797,0.2796919450252255
65,Scotland,260,47,361,0,0.05068046016812619,0.05327847911540977,0.004368329427688059,0.17399965174429796
66,Northern Ireland,40,0,91,0,0.3844444444444444,0.10239648109092551,0.10494266666666668,0.19629629629629627
67,Wales,97,0,344,0,0.1647435897435897,0.12722182959611933,0.12594517482517478,0.4441142191142191
68,England,1354,805,3176,0,0.2115806310554718,0.10163219338365927,0.10379073103131167,0.3468956138290993
69,Scotland,233,63,255,0,0.05906360523471322,0.07184262983866889,0.0641583222555719,0.26861981706301485
70,Northern Ireland,25,0,69,0,-0.2023809523809524,-0.15057355549543053,-0.20535491071428572,-0.25595238095238093
71,Wales,115,0,302,0,0.41236888111888115,0.03040342742011775,0.12844157342657342,0.17495629370629373
72,England,1011,915,2978,0,0.27544679353522505,0.10497118094920142,0.1270821283467722,0.4159229796210464
73,Scotland,243,49,268,0,0.05267559774710381,0.06736251551382495,0.02341174300848446,0.16161758730854803
74,Northern Ireland,41,0,97,0,0.20868347338935575,0.11662532493356487,0.2331274743230625,0.5494864612511671
75,Wales,110,0,291,0,0.39150326797385615,0.11843289299989773,0.13116295751633983,0.6647058823529411
76,England,1088,974,4788,0,0.20433949652769814,0.10852840993603578,0.10692160914021284,0.4089000054728236
77,Scotland,252,54,336,0,0.08151502819577179,0.03364657527564212,0.0313191285344547,0.19605288257540324
78,Northern Ireland,24,0,84,0,0.28571428571428564,0.07930705868205866,0.1588503968253968,0.5
79,Wales,114,0,283,0,0.22974941724941725,0.18240409356062257,0.14120042977855474,0.45250582750582746
80,England,1018,875,3798,0,0.26929274538593373,0.12097250752405832,0.15041560403619175,0.38704019294670683
81,Scotland,232,66,392,0,0.372591331838269,0.07298607058884048,0.20020439278354932,0.4958514997921539
82,Northern Ireland,34,0,138,0,0.5396825396825397,0.09167166456228952,0.05881746031746032,0.3968253968253968
83,Wales,81,0,16,0,0.2097953216374269,0.11301531507397733,0.32910186403508773,0.6864035087719298
84,England,798,851,4263,0,0.2320536895978967,0.12468281146777223,0.08789681974766515,0.4007539257101092
85,Scotland,216,58,318,0,0.3100358422939068,0.11444054880892668,0.2169547046976119,0.31090976288647887
86,Northern Ireland,27,0,112,0,0.28703703703703703,0.04700395155256263,0.1077652777777778,0.5462962962962964
87,Wales,81,0,502,0,0.33665501165501166,0.128197791233125,0.08963501796814297,0.5839257964257965
88,England,1037,863,3841,0,0.15762860572920967,0.08530711814037545,0.027585614012253047,0.3399338117405782
89,Scotland,223,51,315,0,0.2540660056789089,0.0818520524915326,0.15948674659032724,0.31010566494437464
90,Northern Ireland,18,0,128,0,0.11904761904761907,0.06102710781282211,-0.1956685714285714,0.2476190476190476
91,Wales,89,0,340,0,0.14087301587301587,0.027990946764508293,0.06472992724867724,0.2334656084656085
92,England,1114,859,3672,0,0.17871499323655685,0.08585004768618554,0.06944153486438316,0.39172566647560053
93,Scotland,215,47,322,0,0.08929033348887538,-0.01907434632906916,-0.09740336127958729,0.17794829059884484
94,Northern Ireland,30,0,89,0,0.06825396825396825,0.11193414333062769,0.11045182539682541,0.23015873015873015
95,Wales,100,0,367,0,0.11533050283050285,0.12030951588720122,-0.05241688686313685,0.163011988011988
96,England,878,804,2999,0,0.13797078132513368,0.09539705138682585,0.061093438258837424,0.3202388421404229
97,Scotland,201,41,155,0,-0.03210366694237662,0.06964134070742366,0.15563683083225022,0.3692567647406356
98,Northern Ireland,19,0,76,0,0.9166666666666666,0.18139478866041367,0.2834708333333333,0.9444444444444445
99,Wales,98,0,313,0,0.18749999999999997,0.08652369867855354,0.046667596153846164,0.2570512820512821
100,England,963,774,3854,0,0.16606671389609612,0.09508643075790511,0.06857056538538661,0.32472213168460473
101,Scotland,193,51,291,0,0.11585223336646484,0.053257312466215304,0.07853814157706093,0.1634435709767778
102,Northern Ireland,32,0,85,0,0.3511904761904761,0.14561391981034835,0.32344047619047617,0.4226190476190475
103,Wales,100,0,238,0,0.36444805194805197,0.09276133744552298,0.11097208603896105,0.38403679653679657
104,England,956,785,3188,0,0.22196506880336375,0.09306357181419798,0.06358819434855792,0.34409378731476387
105,Scotland,210,42,390,0,0.1439150557583737,0.08250366883794276,0.11418501288726633,0.25259381171823564
106,Northern Ireland,18,0,121,0,0.16137566137566137,0.10315810457179501,0.0707661375661376,0.2328042328042328
107,Wales,90,0,272,0,0.2152097902097902,0.12124236191326032,-0.09809375874125875,0.07386363636363638
108,England,1086,756,3118,0,0.30795863494881676,0.12854975806872881,0.19968145309017124,0.4925424030001677
109,Scotland,237,43,354,0,0.025090332094940392,0.030695105099637243,0.13085231665032357,0.3431737540493301
110,Northern Ireland,30,0,113,0,0.3,0.07933975168350166,0.0038891666666666853,0.6166666666666667
111,Wales,102,0,284,0,0.3583176691729323,0.15505797348024702,0.3335476738721805,0.7691997851772288
112,England,1041,747,3985,0,0.2178760848378226,0.08595404017950858,0.07263985716237943,0.3838095101482747
113,Scotland,217,38,307,0,-0.017278349861378633,0.01599960337094055,0.05713409754035094,0.31256464389469313
114,Northern Ireland,19,0,137,0,-0.23030303030303031,0.11885882635882634,0.34493030303030303,0.4727272727272727
115,Wales,97,0,244,0,0.31587995337995334,0.09934478235654548,0.14024346263111886,0.6515078671328671
116,England,944,717,3548,0,0.13565585389322446,0.0916348925514757,0.03912082953328055,0.33961143316263914
117,Scotland,181,52,411,0,0.014653173097195864,0.03173819956746138,-0.050339560193970054,0.11284735399536158
118,Northern Ireland,25,0,148,0,0.04583333333333333,0.05330129419191918,-0.09058493055555557,-0.13472222222222222
119,Wales,95,0,292,0,0.48871293800539084,0.08918029623584707,-0.017109754043126684,0.5837264150943396
120,England,733,691,3607,0,0.23082350578066893,0.08936903072280099,0.024523897636330394,0.340137453836206
121,Scotland,188,46,367,0,0.14398909178712826,0.056800388469308134,0.06447351066371682,0.2280662955557766
122,Northern Ireland,21,0,159,0,0.061111111111111095,0.10673214285714283,0.4113797222222222,0.37222222222222223
123,Wales,77,0,334,0,0.3410714285714286,0.13060015382218226,0.07248072916666665,0.7851190476190476
124,England,877,696,2401,0,0.1446522789329882,0.09744630307800546,0.01900101878530045,0.3165374602529362
125,Scotland,198,61,263,0,0.21029886544317783,0.04198857888216388,-0.10726445735061016,0.3187811660137636
126,Northern Ireland,16,0,83,0,-0.308080808080808,0.06177478245660065,-0.00025151515151509524,-0.5606060606060607
127,Wales,75,0,276,0,-0.17942890442890438,0.11887616029803527,0.09759288461538458,0.30492424242424243
128,England,885,655,3087,0,0.2015818081146502,0.09819211105663493,0.06372200443596843,0.42005285458614927
129,Scotland,173,51,222,0,0.2081363423859917,0.10538942186319737,0.10373360919958957,0.29390927912667036
130,Northern Ireland,20,0,30,0,0.5833333333333334,0.11713910872113997,0.20049375,0.625
131,Wales,86,0,304,0,-0.26483516483516484,-0.006055759344821825,-0.11575436813186815,0.12747252747252746
132,England,882,653,3020,0,0.17597533336360446,0.10549165239192115,0.015495991854901364,0.4394662473027406
133,Scotland,196,46,366,0,0.2174728190396393,0.11328185810758512,0.07107930918134604,0.30454605302531573
134,Northern Ireland,22,0,116,0,0.1117216117216117,0.09329079870746536,0.2806166666666667,0.44505494505494503
135,Wales,93,0,274,0,0.13593514328808443,0.08284277269571383,0.010566119909502208,0.3859351432880844
136,England,871,610,3084,0,0.23868774832291575,0.11881511747873547,0.1549802227953798,0.4109032487979856
137,Scotland,191,49,371,0,0.02942777361006918,0.0880619997751453,0.016066845067327435,0.23836121909265193
138,Northern Ireland,34,0,142,0,0.35555555555555557,0.11873626428685953,0.20701746031746035,0.4523809523809524
139,Wales,89,0,234,0,0.4125457875457875,0.17364792723191155,0.16869201007326004,0.523580586080586
140,England,768,627,3004,0,0.23530720397590815,0.08678441385090742,0.007834069523040292,0.42011709682617177
141,Scotland,211,38,288,0,0.3322326134754977,0.0615030138725415,0.009310850877985602,0.34889039486762446
142,Northern Ireland,17,0,106,0,0.2777777777777778,0.17435192700817695,-0.01408333333333335,0.47222222222222215
143,Wales,82,0,243,0,0.30743006993006994,0.09888067799466944,0.15605785402097894,0.5395104895104895
144,England,829,574,2826,0,0.2362227927355249,0.08945217500868968,0.059954599700739845,0.3994120025823911
145,Scotland,195,48,354,0,0.13605523930002109,0.06836957370056701,0.03403108030093757,0.11910441595993236
146,Northern Ireland,18,0,104,0,0.004273504273504258,0.0002466977466977517,-0.3355782051282051,0.004273504273504258
147,Wales,71,0,299,0,0.059558823529411775,0.11317304865443652,0.09645163602941176,0.22230392156862744
148,England,791,578,2152,0,0.28359953426387735,0.10583614186311548,0.11066306100071918,0.4101160747780109
149,Scotland,173,43,273,0,0.11175070028011205,0.031865950583747124,-0.050870668202764986,0.19069952712267707
150,Northern Ireland,18,0,82,0,0.09722222222222225,0.21467577561327558,0.27217847222222225,0.361111111111111
151,Wales,79,0,178,0,0.3697510822510822,0.07918031471369535,-0.07628298295454541,0.42529761904761904
152,England,887,525,2264,0,0.1547524277557767,0.07988133881421193,0.040076028631317394,0.28998259384820974
153,Scotland,192,60,197,0,0.23670874240299206,0.08443809210956826,0.07039806919121085,0.36842917251051893
154,Northern Ireland,22,0,66,0,-0.0253968253968254,0.0842090015983245,-0.05735785714285718,0.21904761904761907
155,Wales,80,0,203,0,0.21411860198624905,0.07279928971009693,0.08387189688375347,0.2499761268143621
156,England,988,531,1989,0,0.16931696856344086,0.10207927032922243,0.08219542153947797,0.24780573020871682
157,Scotland,227,40,200,0,0.10190841928169117,0.08338173195086133,0.029305222149074692,0.36277302318776977
158,Northern Ireland,25,0,34,0,0.3888888888888889,0.025224132863021744,-0.05841574074074074,0.1111111111111111
159,Wales,87,0,232,0,0.06852581380883269,0.04199122729486978,-0.008834691841177675,0.03913539290897783
160,England,927,521,1403,0,0.23353382840211304,0.11340246877790335,0.06717809097723994,0.3763875048527961
161,Scotland,199,38,313,0,0.13084286154494884,0.030017465961142107,0.014531988940575688,0.15137613818498233
162,Northern Ireland,23,0,55,0,0.05555555555555555,0.043957932499599096,0.058328703703703695,0.324074074074074
163,Wales,78,0,117,0,0.08235294117647059,0.012743245380538573,-0.0351986315359477,0.4187091503267974
164,England,825,510,2484,0,0.13044508534160582,0.09931115249368978,0.09818854040048475,0.39335001185664975
165,Scotland,185,43,319,0,0.19499874240996495,0.0473921714051089,0.04810845733405777,0.2841369979076675
166,Northern Ireland,14,0,73,0,0.2777777777777778,0.1331822691197691,0.12895952380952377,0.23015873015873015
167,Wales,84,0,183,0,0.43436465495289023,0.07681740699465046,-0.029091792398777707,0.46692768016297426
168,England,865,509,2501,0,0.17262363848697118,0.10363935136059145,0.05969052309238318,0.3493325083015227
169,Scotland,174,48,301,0,0.24610088635734795,0.08445307241595648,0.037651886047266034,0.21988083311866116
170,Northern Ireland,15,0,87,0,0.08333333333333333,0.0864583333333333,0.054085416666666664,0.625
171,Wales,73,0,160,0,0.43708791208791214,0.13334176436575984,0.08613787087912086,0.3919642857142857
172,England,733,458,2228,0,0.25287636388367196,0.09572584862420346,0.09983031954056779,0.4428483993477151
173,Scotland,161,44,273,0,0.1574967377244417,0.07108275445800559,0.11285592284504618,0.3898668307776467
174,Northern Ireland,9,0,66,0,0.27777777777777773,-0.07685185185185184,0.0339388888888889,0.5
175,Wales,73,0,183,0,0.18518518518518517,-0.02709109093740379,0.1355684027777778,0.5949074074074074
176,England,721,423,2019,0,0.11411708902988421,0.08190333617152706,0.047450889244636626,0.26122945384347607
177,Scotland,142,37,170,0,0.049418753289721035,0.0434664105000248,0.011832722831880327,0.16277181389135847
178,Northern Ireland,7,0,78,0,-0.08333333333333333,0.04060763888888883,0.3061333333333333,0.08333333333333333
179,Wales,71,0,174,0,0.24427609427609426,0.078211167169632,0.13206460858585856,0.38989898989898986
180,England,759,450,1485,0,0.22712648730992385,0.10374613464304794,0.06119454526850985,0.39955656368673653
181,Scotland,181,40,169,0,0.15920711637938814,0.04521677206755757,0.02562137451064151,0.2331823358522055
182,Northern Ireland,6,0,69,0,-0.3,0.07963790970933826,-0.14918333333333333,-0.16666666666666666
183,Wales,79,0,195,0,0.3549450549450549,0.11933802019739514,0.0088581868131868,0.08475274725274723
184,England,640,435,1842,0,0.19280612033937974,0.08060053883342627,0.06798845917771458,0.3211886565434237
185,Scotland,180,50,171,0,-0.013136712460359164,0.03880249654579519,-0.025658099554891622,0.2446088300559813
186,Northern Ireland,21,0,45,0,0.2833333333333333,0.0957109412578162,-0.1577441666666667,0.39999999999999997
187,Wales,66,0,145,0,0.41506410256410253,0.1401289478750416,0.07366466346153842,0.6282051282051282
188,England,838,436,1611,0,0.12447955199688346,0.091340975841384,0.035320866073999896,0.3607376878980406
189,Scotland,186,43,272,0,0.09634080799533452,0.02631230690107933,0.09661758772259403,0.15835210575064892
190,Northern Ireland,22,0,53,0,0.23888888888888885,0.07499035493827157,0.14917805555555558,0.3833333333333333
191,Wales,79,0,95,0,0.18329831932773108,0.07549160083856771,-0.0017616771708683643,0.5497198879551821
192,England,853,444,2133,0,0.0674356028202594,0.10617656750994428,0.07534291197585424,0.449163549964037
193,Scotland,198,40,215,0,0.1508127908127908,0.17127505328392423,0.15858751016028436,0.5510944939977198
194,Northern Ireland,19,0,50,0,0.5793650793650793,0.15173985103300577,0.07297341269841269,0.8333333333333334
195,Wales,79,0,87,0,0.2032085561497326,0.1028198038426803,0.03480826648841357,0.6568627450980392
196,England,707,378,1694,0,0.12910104938594485,0.09606835223251958,0.057238860940177716,0.42758976352262934
197,Scotland,179,34,225,0,0.2898864008508427,0.04803635560539178,0.007862445524115354,0.32671624409104816
198,Northern Ireland,16,0,38,0,0.5148148148148148,0.10094626823793486,-0.0002344444444444399,0.7962962962962963
199,Wales,71,0,152,0,-0.36430481283422456,0.1350687283660977,-0.19674584447415328,0.21368092691622104
200,England,777,375,1349,0,0.11538211568228472,0.0810951375140818,-0.004708796824022845,0.31483763739562814
201,Scotland,184,34,156,0,-0.08718301453485248,0.03668238158996298,-0.04201923453440783,-0.03758041908079418
202,Northern Ireland,14,0,56,0,0.9523809523809524,0.1924937870771204,0.3324809523809524,0.5555555555555555
203,Wales,68,0,118,0,0.27351576994434135,0.0487531836302998,-0.039652875695732795,0.024072356215213364
204,England,1062,352,1007,0,0.1339174739243195,0.065978628826324,0.022857351107785286,0.40050134020201716
205,Scotland,269,28,181,0,0.2930014156200115,0.055508620337041695,0.009221243945965482,0.29434068250956297
206,Northern Ireland,27,0,41,0,0.3232323232323232,0.08679518853761274,0.016218181818181836,0.41414141414141414
207,Wales,100,0,223,0,-0.15966961279461278,-0.00926876691396895,-0.1707002551557239,0.4626999158249158
208,England,978,315,891,0,0.20138541969978133,0.07774343662620127,0.05368315498871578,0.4082289548762192
209,Scotland,223,32,141,0,0.2651146513195849,0.09118832378704293,0.08410842176672158,0.32185902648900755
210,Northern Ireland,18,0,30,0,0.47222222222222227,0.047771464646464666,0.07010555555555553,0.3055555555555555
211,Wales,83,0,124,0,0.15631868131868132,0.044711235660325616,-0.07209886675824176,0.4465659340659341
212,England,686,323,1067,0,0.2098160987789792,0.10080685013829274,0.09451398030496329,0.3957226095594745
213,Scotland,189,31,136,0,0.19031826245415356,0.03217725969833523,0.06208576916540753,0.23773687927476375
214,Northern Ireland,15,0,44,0,0.08888888888888889,0.1435739087301587,0.0694811111111111,0.5333333333333333
215,Wales,66,0,105,0,0.6524725274725275,0.14902353157700482,0.08270514423076919,0.5476648351648352
216,England,767,312,1146,0,0.30710550210352294,0.08221122226093215,0.07223299249060575,0.4066551831076456
217,Scotland,192,42,166,0,0.20302169600078063,0.06700709887303678,0.020147603883359105,0.24919201666736257
218,Northern Ireland,23,0,60,0,0.25555555555555554,0.13390807880391212,0.022228611111111064,0.5222222222222223
219,Wales,80,0,133,0,0.4493131868131868,0.15819235105172605,0.07513618818681314,0.338507326007326
220,England,785,333,1189,0,0.044234474831445186,0.08513175682630034,0.04641633855140442,0.282282234641995
221,Scotland,181,35,188,0,-0.06416617432746466,-0.040563775315338856,-0.03007820362868059,0.2740225800824879
222,Northern Ireland,23,0,38,0,-0.16666666666666666,0.02470553125501038,0.18583611111111112,0.09722222222222221
223,Wales,72,0,128,0,0.22417452830188678,0.052139279666328614,0.23786633844339627,0.6462264150943396
224,England,638,317,1112,0,0.2814764817772839,0.09473861888838586,0.10182942495693181,0.38781814998726766
225,Scotland,175,26,143,0,0.05507430546701235,0.048825657132678106,-0.08310100750138126,0.17061045234958275
226,Northern Ireland,18,0,26,0,0.20000000000000004,-0.0015404040404040202,0.051781666666666705,0.19999999999999998
227,Wales,66,0,126,0,0.24326923076923074,0.1003060813607688,0.2646483173076923,0.36346153846153845
228,England,711,317,1136,0,0.14738740839893302,0.06988978422373819,0.01068648002629005,0.36460778715139047
229,Scotland,171,29,187,0,0.3060330261136712,0.015438022165212686,0.04426504896313364,0.058868407578084994
230,Northern Ireland,21,0,40,0,0.5202020202020202,0.22858423247627782,0.4344920454545455,0.8787878787878788
231,Wales,80,0,183,0,0.285377358490566,0.07655919522858023,-0.08304716719077566,0.43453878406708596
232,England,647,278,788,0,0.18733285374819522,0.08039727782222067,-0.007207994854826407,0.315491984143055
233,Scotland,164,26,90,0,0.0794251758428329,0.021110968134780438,-0.10387375272859568,0.1268493815183119
234,Northern Ireland,14,0,28,0,0.16666666666666666,-0.022331724987974966,-0.23728518518518515,0.0925925925925926
235,Wales,70,0,162,0,0.71866576819407,0.1024727990824689,0.11304601639712489,0.3152291105121294
236,England,763,315,816,0,0.27367859959288043,0.11358202360515049,0.07289768931250057,0.40802356342218055
237,Scotland,185,23,57,0,0.20504853976788565,0.06287119465101859,-0.017941641690697677,0.15251801835610135
238,Northern Ireland,16,0,16,0,0.27777777777777773,0.04089085297418634,0.06467407407407408,0.3148148148148148
239,Wales,76,0,101,0,0.2297794117647059,0.0895871078202956,0.2837320465686275,0.6721813725490196
240,England,763,272,857,0,0.2357649797129838,0.0713446752025802,0.08391624567256643,0.3729012144098513
241,Scotland,163,28,61,0,0.08666666666666666,0.06614276924112751,0.04024121274961597,0.19284178187403994
242,Northern Ireland,18,0,20,0,0.14242424242424243,0.21706102693602689,0.2641551515151515,0.5484848484848485
243,Wales,79,0,166,0,0.2859432234432234,0.15204580752209096,0.10385798992673992,0.48511904761904756
244,England,745,291,824,0,0.145816757461671,0.10731099707752448,0.052222640968636096,0.2901494549530801
245,Scotland,162,22,96,0,0.1858069034065239,0.048539400395065574,-0.04060086794072468,0.37799765067317254
246,Northern Ireland,24,0,18,0,-0.14035087719298248,0.038495196324143666,-0.1871872807017544,0.5087719298245614
247,Wales,72,0,110,0,0.26552672955974843,0.12168268535109632,0.12150661360062895,0.5685927672955975
248,England,603,257,854,0,0.29748082094673006,0.12478000307634489,0.13065844710006805,0.3748007656124539
249,Scotland,168,24,105,0,0.2938258157612996,0.03919034424846243,0.1520254395568589,0.3529367406786761
250,Northern Ireland,12,0,42,0,-0.12222222222222222,-0.05445370370370368,-0.09565277777777774,-0.10000000000000002
251,Wales,74,0,166,0,0.024038461538461536,0.16778319228514538,0.12364567307692306,0.6826923076923077
252,England,647,247,1083,0,0.1740054994246397,0.09161323951990216,0.0666788216054751,0.33709543354347127
253,Scotland,166,17,113,0,0.055096706500056054,-0.04164960749407552,-0.04175880720470301,0.30916358343963324
254,Northern Ireland,24,0,23,0,-0.4388888888888889,0.06161816578483245,-0.01851138888888888,0.13333333333333333
255,Wales,79,0,138,0,0.113125,0.03290666696729195,-0.08043721875,0.28875
256,England,830,254,979,0,0.07857243742976837,0.07351868076145311,0.00929749286273413,0.36110963172433014
257,Scotland,203,11,72,0,0.02180329426529084,0.051131982798936236,-0.05152481031026846,0.21118085604704062
258,Northern Ireland,12,0,41,0,-0.40740740740740744,-0.02547704224787555,-0.08484444444444444,0.2222222222222222
259,Wales,81,0,185,0,-0.05453431372549017,0.017890696287984884,-0.1499480545343137,0.5003063725490196
260,England,782,206,584,0,0.0317448521176024,0.05948761147206216,-0.03931772695062497,0.3887625737411245
261,Scotland,189,8,60,0,0.12765455742414267,0.04649386759913646,-0.12940670492947912,0.23359267460649946
262,Northern Ireland,15,0,25,0,-0.13333333333333333,0.08123463804713804,0.3432633333333333,0.5666666666666667
263,Wales,78,0,140,0,0.12458071278825993,0.04767427877343358,-0.08340297955974843,0.5486897274633123
264,England,898,235,494,0,-0.03450974796041399,0.045962836423925575,-0.11804147724073923,0.2463450047482257
265,Scotland,255,14,55,0,-0.06288700546765062,0.042702309772067806,-0.10817423862696443,0.012246033536356102
266,Northern Ireland,8,0,39,0,0.2333333333333334,-0.08025545634920632,-0.3643366666666667,-0.10000000000000002
267,Wales,87,0,106,0,-0.033653846153846145,0.0028813118318210505,-0.07672716346153846,-0.028846153846153855
268,England,746,257,492,0,0.12073216443373734,0.07796223595133403,-0.01610653356328637,0.33724577179307824
269,Scotland,164,14,29,0,0.07826001955034213,0.03526046537024282,-0.09176641006842622,0.32930596285435
270,Northern Ireland,31,0,28,0,0.2087719298245614,0.002479188501556933,-0.07239271929824564,0.17894736842105263
271,Wales,76,0,141,0,0.10420482295482295,0.0901866937832339,0.07459234775641028,0.3877823565323565
272,England,720,223,609,0,0.044326076086008664,0.08758320031100322,-0.03170320208959636,0.290544656716966
273,Scotland,164,16,55,0,0.022150253434906238,0.014000247789209296,-0.030971489761476095,0.13183028742516673
274,Northern Ireland,42,0,26,0,0.2633053221288515,0.06565532953663203,0.0068794817927171166,0.5224089635854342
275,Wales,79,0,97,0,0.2808333333333334,0.1181974858173751,0.04630212499999998,0.5208333333333333
276,England,775,234,519,0,0.11985995232545127,0.08579354820494674,-0.010366797006352641,0.3848543577128604
277,Scotland,171,16,48,0,0.18235628171112042,-0.002395613856293236,-0.10308541642228738,0.24184983475306057
278,Northern Ireland,42,0,16,0,0.30158730158730157,0.12220856442625146,0.0074880158730158825,0.5428571428571428
279,Wales,69,0,72,0,0.21064814814814814,0.10096836011773075,-0.032663379629629626,0.25740740740740736
280,England,500,221,560,0,0.07683426928818894,0.09323976118855452,0.10326781386846963,0.4111765811273719
281,Scotland,141,11,39,0,0.0796006144393241,0.06616585000274515,0.007519891961085506,0.24805939580133132
282,Northern Ireland,10,0,17,0,-0.14285714285714288,0.17644987287844427,-0.13027857142857144,0.23809523809523805
283,Wales,74,0,102,0,0.46853099730458225,0.06584523873335783,0.1478325168463612,0.4617924528301887
284,England,630,196,715,0,0.12389090331710961,0.07037649638353535,-0.01447803424543883,0.34282126078221187
285,Scotland,131,6,55,0,0.23359430487422161,0.03452332943720841,-0.0703298752126588,0.31075797367160524
286,Northern Ireland,13,0,13,0,0.009523809523809526,0.0626334776334776,-0.01176571428571428,0.3428571428571429
287,Wales,72,0,86,0,-0.031481481481481485,0.07112913114486465,0.23970384259259261,0.3951388888888889
288,England,682,179,320,0,0.13072957505327956,0.0632694618468303,-0.043770523830745804,0.351216981016209
289,Scotland,150,6,18,0,-0.053880044686496306,0.008072082888419633,-0.0748569132337197,0.08308872131452776
290,Northern Ireland,21,0,7,0,0.19841269841269846,-0.007914006371347615,0.03276666666666668,0.38095238095238093
291,Wales,78,0,82,0,0.04944178628389154,0.12458944237456124,0.09237583732057413,0.3895534290271132
292,England,631,196,294,0,0.23337470147676623,0.11019682627942778,0.04577187779332161,0.28948478480039086
293,Scotland,143,3,18,0,0.19644719080202952,0.04543743112960622,0.013187117847627808,0.19976602566735394
294,Northern Ireland,13,0,12,0,0.037037037037037056,0.1435410236625514,0.23672407407407406,0.3703703703703704
295,Wales,62,0,59,0,-0.15333333333333335,0.11956011904761904,0.029726166666666665,0.33333333333333337
296,England,633,219,444,0,0.21221858997521634,0.08431818194459356,0.008940266149303435,0.3593487756054601
297,Scotland,132,6,53,0,0.10190334940056853,0.037756330515637156,0.013682433815350396,0.1021208750463478
298,Northern Ireland,12,0,4,0,0.3888888888888889,0.008317901234567883,0.044874074074074094,0.3888888888888889
299,Wales,60,0,67,0,0.3504901960784314,0.014806234362431786,0.02699803921568627,0.43382352941176466
300,England,724,183,462,0,0.24055919568952924,0.09705232168727296,-0.014832686730188093,0.35885685658782346
301,Scotland,162,8,33,0,0.16810574824157168,0.06416376265542828,-0.007885575592206312,0.2595165332686555
302,Northern Ireland,14,0,8,0,-0.0925925925925926,0.03399279250841748,0.11378981481481483,0.35185185185185186
303,Wales,63,0,82,0,0.09472789115646257,0.13751912188083715,0.03104241496598636,0.32346938775510203
304,England,644,177,431,0,0.1660862679878907,0.08575903487940041,-0.011625196121777877,0.31843028772403653
305,Scotland,143,2,49,0,0.1529351039756867,0.0774733846899162,0.07004379242852188,0.17920981781543696
306,Northern Ireland,11,0,33,0,1.850371707708594e-17,0.017448893698893644,-0.27992222222222224,-0.11111111111111109
307,Wales,74,0,35,0,-0.048863636363636366,0.11922341849017985,0.12306801136363639,0.36818181818181817
308,England,602,174,451,0,0.03959736388665394,0.09395563373857234,0.046015932431809896,0.41155704761767653
309,Scotland,125,9,29,0,0.04165386584741422,-0.08207653584201682,-0.06961482612220514,0.31079962450930193
310,Northern Ireland,14,0,3,0,0.16666666666666666,0.23208818342151674,-0.03458333333333335,-0.022222222222222237
311,Wales,70,0,76,0,-0.22591480846197828,0.07891323102997627,0.019991244997141194,0.06946826758147512
312,England,635,157,422,0,0.05037710672765152,0.05069531938682408,-0.060018974428115275,0.22616408829733672
313,Scotland,149,3,21,0,0.04221019540599435,0.02824225628391826,-0.016774265774777027,0.13376993057788256
314,Northern Ireland,10,0,14,0,-0.3888888888888889,0.002839272353161249,-0.10844444444444444,0.05555555555555557
315,Wales,75,0,42,0,0.0019230769230769024,0.10015863414858947,0.010690456730769238,0.26971153846153845
316,England,496,164,228,0,0.15789576188179288,0.07528608684270337,-0.10650801153448107,0.30963935065744985
317,Scotland,124,7,18,0,0.2443170255479471,0.09750566182072536,0.07802653402267874,0.32443876101165103
318,Northern Ireland,11,0,6,0,-0.011111111111111118,0.03811588103254765,-0.08148999999999999,0.06666666666666667
319,Wales,69,0,40,0,-0.02353479853479851,0.08335658496854086,-0.13305033195970695,0.2906593406593407
320,England,529,162,92,0,0.06500555412073669,0.08215140628712331,0.013803704727419784,0.25928474733595064
321,Scotland,120,6,18,0,0.14070566167340362,0.02789841105552837,0.018348023301894258,0.19166996908932393
322,Northern Ireland,13,0,6,0,0.26666666666666666,0.10245896464646465,0.16229166666666664,0.3666666666666667
323,Wales,74,0,42,0,0.28869047619047616,0.08791297634347298,-0.09655375892857142,0.42273809523809525
324,England,529,165,651,0,0.15798982336822373,0.11695826699817405,0.10174013062464975,0.290485354824462
325,Scotland,93,1,14,0,-0.055470216760539356,0.025506396045710557,-0.023030064857484222,0.132957842635262
326,Northern Ireland,15,0,3,0,0.05555555555555555,0.03566061853098887,-0.08633703703703706,0.27777777777777773
327,Wales,64,0,42,0,0.467032967032967,0.13945490924006546,0.1421931662087912,0.44436813186813184
328,England,605,158,63,0,0.14549078351471942,0.0687695094109852,-0.0022345473650962457,0.17528141800412078
329,Scotland,112,5,12,0,0.13834963265703307,0.031881092515050724,0.007150982998658532,0.09941544856155861
330,Northern Ireland,7,0,13,0,0.11111111111111112,0.013941498316498317,-0.02899166666666667,0.11111111111111112
331,Wales,62,0,38,0,0.3872549019607843,0.18692777189790055,0.3503659926470588,0.4117647058823529
