date,country,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeathsByDeathDate,cumDeathsByDeathDate
21/08/2020,Northern Ireland,N92000002,20,6576,0,0
20/08/2020,Northern Ireland,N92000002,51,6556,0,0
19/08/2020,Northern Ireland,N92000002,34,6505,0,0
18/08/2020,Northern Ireland,N92000002,41,6471,0,0
17/08/2020,Northern Ireland,N92000002,39,6430,0,0
16/08/2020,Northern Ireland,N92000002,27,6391,0,0
15/08/2020,Northern Ireland,N92000002,65,6364,0,0
14/08/2020,Northern Ireland,N92000002,74,6299,0,0
13/08/2020,Northern Ireland,N92000002,8,6225,0,0
12/08/2020,Northern Ireland,N92000002,29,6217,0,0
11/08/2020,Northern Ireland,N92000002,48,6188,0,0
10/08/2020,Northern Ireland,N92000002,0,6140,0,0
09/08/2020,Northern Ireland,N92000002,0,6064,0,0
08/08/2020,Northern Ireland,N92000002,0,6064,0,0
07/08/2020,Northern Ireland,N92000002,15,6064,0,0
06/08/2020,Northern Ireland,N92000002,43,6049,0,0
05/08/2020,Northern Ireland,N92000002,10,6006,0,0
04/08/2020,Northern Ireland,N92000002,8,5996,0,0
03/08/2020,Northern Ireland,N92000002,0,5988,0,0
02/08/2020,Northern Ireland,N92000002,0,5948,0,0
01/08/2020,Northern Ireland,N92000002,0,5948,0,0
31/07/2020,Northern Ireland,N92000002,10,5948,0,0
30/07/2020,Northern Ireland,N92000002,8,5938,0,0
29/07/2020,Northern Ireland,N92000002,9,5930,0,0
28/07/2020,Northern Ireland,N92000002,9,5921,0,0
27/07/2020,Northern Ireland,N92000002,0,5912,0,0
26/07/2020,Northern Ireland,N92000002,0,5891,0,0
25/07/2020,Northern Ireland,N92000002,0,5891,0,0
24/07/2020,Northern Ireland,N92000002,15,5891,0,0
23/07/2020,Northern Ireland,N92000002,8,5876,0,0
22/07/2020,Northern Ireland,N92000002,9,5868,0,0
21/07/2020,Northern Ireland,N92000002,2,5859,0,0
20/07/2020,Northern Ireland,N92000002,0,5857,0,0
19/07/2020,Northern Ireland,N92000002,0,5834,0,0
18/07/2020,Northern Ireland,N92000002,0,5834,0,0
17/07/2020,Northern Ireland,N92000002,19,5834,0,0
16/07/2020,Northern Ireland,N92000002,16,5815,0,0
15/07/2020,Northern Ireland,N92000002,9,5799,0,0
14/07/2020,Northern Ireland,N92000002,2,5790,0,0
13/07/2020,Northern Ireland,N92000002,0,5788,0,0
12/07/2020,Northern Ireland,N92000002,0,5772,0,0
11/07/2020,Northern Ireland,N92000002,0,5772,0,0
10/07/2020,Northern Ireland,N92000002,4,5772,0,0
09/07/2020,Northern Ireland,N92000002,3,5768,0,0
08/07/2020,Northern Ireland,N92000002,4,5765,0,0
07/07/2020,Northern Ireland,N92000002,5,5761,0,0
06/07/2020,Northern Ireland,N92000002,0,5756,0,0
05/07/2020,Northern Ireland,N92000002,0,5747,0,0
04/07/2020,Northern Ireland,N92000002,0,5747,0,0
03/07/2020,Northern Ireland,N92000002,4,5747,0,0
02/07/2020,Northern Ireland,N92000002,7,5768,0,0
01/07/2020,Northern Ireland,N92000002,1,5761,0,0
30/06/2020,Northern Ireland,N92000002,3,5760,0,0
29/06/2020,Northern Ireland,N92000002,6,5757,0,0
28/06/2020,Northern Ireland,N92000002,1,5751,0,0
27/06/2020,Northern Ireland,N92000002,2,5750,0,0
26/06/2020,Northern Ireland,N92000002,4,5748,0,0
25/06/2020,Northern Ireland,N92000002,1,4874,0,0
24/06/2020,Northern Ireland,N92000002,2,4873,0,0
23/06/2020,Northern Ireland,N92000002,0,4871,0,0
22/06/2020,Northern Ireland,N92000002,1,4871,0,0
21/06/2020,Northern Ireland,N92000002,4,4870,0,0
20/06/2020,Northern Ireland,N92000002,0,4866,0,0
19/06/2020,Northern Ireland,N92000002,3,4866,0,0
18/06/2020,Northern Ireland,N92000002,1,4863,0,0
17/06/2020,Northern Ireland,N92000002,8,4862,0,0
16/06/2020,Northern Ireland,N92000002,2,4854,0,0
15/06/2020,Northern Ireland,N92000002,4,4852,0,0
14/06/2020,Northern Ireland,N92000002,7,4848,0,0
13/06/2020,Northern Ireland,N92000002,3,4841,0,0
12/06/2020,Northern Ireland,N92000002,16,4838,0,0
11/06/2020,Northern Ireland,N92000002,4,4822,0,0
10/06/2020,Northern Ireland,N92000002,13,4818,0,0
09/06/2020,Northern Ireland,N92000002,3,4805,0,0
08/06/2020,Northern Ireland,N92000002,6,4802,0,0
07/06/2020,Northern Ireland,N92000002,6,4796,0,0
06/06/2020,Northern Ireland,N92000002,14,4790,0,0
05/06/2020,Northern Ireland,N92000002,3,4776,0,0
04/06/2020,Northern Ireland,N92000002,33,4773,0,0
03/06/2020,Northern Ireland,N92000002,8,4740,0,0
02/06/2020,Northern Ireland,N92000002,4,4732,0,0
01/06/2020,Northern Ireland,N92000002,12,4728,0,0
31/05/2020,Northern Ireland,N92000002,7,4716,0,0
30/05/2020,Northern Ireland,N92000002,13,4709,0,0
29/05/2020,Northern Ireland,N92000002,17,4696,0,0
28/05/2020,Northern Ireland,N92000002,16,4679,0,0
27/05/2020,Northern Ireland,N92000002,26,4663,0,0
26/05/2020,Northern Ireland,N92000002,28,4637,0,0
25/05/2020,Northern Ireland,N92000002,39,4609,0,0
24/05/2020,Northern Ireland,N92000002,25,4570,0,0
23/05/2020,Northern Ireland,N92000002,41,4545,0,0
22/05/2020,Northern Ireland,N92000002,23,4504,0,0
21/05/2020,Northern Ireland,N92000002,42,4481,0,0
20/05/2020,Northern Ireland,N92000002,18,4439,0,0
19/05/2020,Northern Ireland,N92000002,20,4421,0,0
18/05/2020,Northern Ireland,N92000002,16,4401,0,0
17/05/2020,Northern Ireland,N92000002,28,4385,0,0
16/05/2020,Northern Ireland,N92000002,40,4357,0,0
15/05/2020,Northern Ireland,N92000002,26,4317,0,0
14/05/2020,Northern Ireland,N92000002,38,4291,0,0
13/05/2020,Northern Ireland,N92000002,60,4253,0,0
12/05/2020,Northern Ireland,N92000002,44,4193,0,0
11/05/2020,Northern Ireland,N92000002,30,4149,0,0
10/05/2020,Northern Ireland,N92000002,41,4119,0,0
09/05/2020,Northern Ireland,N92000002,56,4078,0,0
08/05/2020,Northern Ireland,N92000002,38,4022,0,0
07/05/2020,Northern Ireland,N92000002,50,3984,0,0
06/05/2020,Northern Ireland,N92000002,53,3934,0,0
05/05/2020,Northern Ireland,N92000002,45,3881,0,0
04/05/2020,Northern Ireland,N92000002,69,3836,0,0
03/05/2020,Northern Ireland,N92000002,78,3767,0,0
02/05/2020,Northern Ireland,N92000002,66,3689,0,0
01/05/2020,Northern Ireland,N92000002,87,3623,0,0
30/04/2020,Northern Ireland,N92000002,73,3536,0,0
29/04/2020,Northern Ireland,N92000002,55,3463,0,0
28/04/2020,Northern Ireland,N92000002,34,3408,0,0
27/04/2020,Northern Ireland,N92000002,66,3374,0,0
26/04/2020,Northern Ireland,N92000002,82,3308,0,0
25/04/2020,Northern Ireland,N92000002,104,3226,0,0
24/04/2020,Northern Ireland,N92000002,106,3122,0,0
23/04/2020,Northern Ireland,N92000002,142,3016,0,0
22/04/2020,Northern Ireland,N92000002,116,2874,0,0
21/04/2020,Northern Ireland,N92000002,30,2758,0,0
20/04/2020,Northern Ireland,N92000002,83,2728,0,0
19/04/2020,Northern Ireland,N92000002,159,2645,0,0
18/04/2020,Northern Ireland,N92000002,148,2486,0,0
17/04/2020,Northern Ireland,N92000002,137,2338,0,0
16/04/2020,Northern Ireland,N92000002,113,2201,0,0
15/04/2020,Northern Ireland,N92000002,121,2088,0,0
14/04/2020,Northern Ireland,N92000002,85,1967,0,0
13/04/2020,Northern Ireland,N92000002,76,1882,0,0
12/04/2020,Northern Ireland,N92000002,89,1806,0,0
11/04/2020,Northern Ireland,N92000002,128,1717,0,0
10/04/2020,Northern Ireland,N92000002,112,1589,0,0
09/04/2020,Northern Ireland,N92000002,138,1477,0,0
08/04/2020,Northern Ireland,N92000002,84,1339,0,0
07/04/2020,Northern Ireland,N92000002,97,1255,0,0
06/04/2020,Northern Ireland,N92000002,69,1158,0,0
05/04/2020,Northern Ireland,N92000002,91,1089,0,0
04/04/2020,Northern Ireland,N92000002,94,998,0,0
03/04/2020,Northern Ireland,N92000002,130,904,0,0
02/04/2020,Northern Ireland,N92000002,85,774,0,0
01/04/2020,Northern Ireland,N92000002,103,689,0,0
31/03/2020,Northern Ireland,N92000002,53,586,0,0
30/03/2020,Northern Ireland,N92000002,123,533,0,0
29/03/2020,Northern Ireland,N92000002,86,410,0,0
28/03/2020,Northern Ireland,N92000002,49,324,0,0
27/03/2020,Northern Ireland,N92000002,34,275,0,0
26/03/2020,Northern Ireland,N92000002,32,241,0,0
25/03/2020,Northern Ireland,N92000002,37,209,0,0
24/03/2020,Northern Ireland,N92000002,24,172,0,0
23/03/2020,Northern Ireland,N92000002,20,148,0,0
22/03/2020,Northern Ireland,N92000002,20,128,0,0
21/03/2020,Northern Ireland,N92000002,22,108,0,0
20/03/2020,Northern Ireland,N92000002,9,86,0,0
25/03/2021,Scotland,S92000003,701,215599,7,7594
24/03/2021,Scotland,S92000003,692,215075,4,7587
23/03/2021,Scotland,S92000003,495,214383,3,7583
22/03/2021,Scotland,S92000003,359,213888,2,7580
21/03/2021,Scotland,S92000003,532,213529,4,7578
20/03/2021,Scotland,S92000003,488,212997,5,7574
19/03/2021,Scotland,S92000003,655,212509,6,7569
18/03/2021,Scotland,S92000003,624,211854,3,7563
17/03/2021,Scotland,S92000003,625,211230,8,7560
16/03/2021,Scotland,S92000003,597,210605,11,7552
15/03/2021,Scotland,S92000003,456,210008,1,7541
14/03/2021,Scotland,S92000003,484,209552,7,7540
13/03/2021,Scotland,S92000003,639,209068,4,7533
12/03/2021,Scotland,S92000003,682,208429,6,7529
11/03/2021,Scotland,S92000003,591,207747,7,7523
10/03/2021,Scotland,S92000003,691,207156,5,7516
09/03/2021,Scotland,S92000003,466,206465,10,7511
08/03/2021,Scotland,S92000003,501,205999,15,7501
07/03/2021,Scotland,S92000003,390,205498,10,7486
06/03/2021,Scotland,S92000003,555,205108,10,7476
05/03/2021,Scotland,S92000003,498,204553,8,7466
04/03/2021,Scotland,S92000003,500,204055,14,7458
03/03/2021,Scotland,S92000003,543,203555,11,7444
02/03/2021,Scotland,S92000003,542,203012,13,7433
01/03/2021,Scotland,S92000003,386,202470,20,7420
28/02/2021,Scotland,S92000003,572,202084,9,7400
27/02/2021,Scotland,S92000003,525,201512,18,7391
26/02/2021,Scotland,S92000003,581,200987,16,7373
25/02/2021,Scotland,S92000003,769,200406,20,7357
24/02/2021,Scotland,S92000003,798,199637,17,7337
23/02/2021,Scotland,S92000003,655,198839,16,7320
22/02/2021,Scotland,S92000003,715,198184,22,7304
21/02/2021,Scotland,S92000003,827,197469,20,7282
20/02/2021,Scotland,S92000003,803,196642,27,7262
19/02/2021,Scotland,S92000003,885,195839,44,7235
18/02/2021,Scotland,S92000003,685,194954,34,7191
17/02/2021,Scotland,S92000003,1121,194269,28,7157
16/02/2021,Scotland,S92000003,773,193148,25,7129
15/02/2021,Scotland,S92000003,559,192375,34,7104
14/02/2021,Scotland,S92000003,903,191816,33,7070
13/02/2021,Scotland,S92000003,908,190913,32,7037
12/02/2021,Scotland,S92000003,830,190005,41,7005
11/02/2021,Scotland,S92000003,830,189175,34,6964
10/02/2021,Scotland,S92000003,803,188345,37,6930
09/02/2021,Scotland,S92000003,822,187542,48,6893
08/02/2021,Scotland,S92000003,928,186720,41,6845
07/02/2021,Scotland,S92000003,584,185792,42,6804
06/02/2021,Scotland,S92000003,895,185208,51,6762
05/02/2021,Scotland,S92000003,895,184313,44,6711
04/02/2021,Scotland,S92000003,1149,183418,32,6667
03/02/2021,Scotland,S92000003,978,182269,48,6635
02/02/2021,Scotland,S92000003,758,181291,42,6587
01/02/2021,Scotland,S92000003,848,180533,43,6545
31/01/2021,Scotland,S92000003,1003,179685,47,6502
30/01/2021,Scotland,S92000003,994,178682,44,6455
29/01/2021,Scotland,S92000003,1155,177688,58,6411
28/01/2021,Scotland,S92000003,1201,176533,47,6353
27/01/2021,Scotland,S92000003,1330,175332,60,6306
26/01/2021,Scotland,S92000003,1049,174002,52,6246
25/01/2021,Scotland,S92000003,752,172953,52,6194
24/01/2021,Scotland,S92000003,1195,172201,70,6142
23/01/2021,Scotland,S92000003,1307,171006,53,6072
22/01/2021,Scotland,S92000003,1480,169699,67,6019
21/01/2021,Scotland,S92000003,1636,168219,57,5952
20/01/2021,Scotland,S92000003,1656,166583,66,5895
19/01/2021,Scotland,S92000003,1165,164927,70,5829
18/01/2021,Scotland,S92000003,1429,163762,63,5759
17/01/2021,Scotland,S92000003,1341,162333,43,5696
16/01/2021,Scotland,S92000003,1753,160992,76,5653
15/01/2021,Scotland,S92000003,2160,159239,58,5577
14/01/2021,Scotland,S92000003,1707,157079,57,5519
13/01/2021,Scotland,S92000003,1949,155372,51,5462
12/01/2021,Scotland,S92000003,1875,153423,51,5411
11/01/2021,Scotland,S92000003,1782,151548,48,5360
10/01/2021,Scotland,S92000003,1877,149766,59,5312
09/01/2021,Scotland,S92000003,1865,147889,38,5253
08/01/2021,Scotland,S92000003,2309,146024,42,5215
07/01/2021,Scotland,S92000003,2649,143715,44,5173
06/01/2021,Scotland,S92000003,2039,141066,48,5129
05/01/2021,Scotland,S92000003,2529,139027,40,5081
04/01/2021,Scotland,S92000003,1905,136498,37,5041
03/01/2021,Scotland,S92000003,2464,134593,42,5004
02/01/2021,Scotland,S92000003,2137,132129,42,4962
01/01/2021,Scotland,S92000003,2539,129992,35,4920
31/12/2020,Scotland,S92000003,2622,127453,44,4885
30/12/2020,Scotland,S92000003,2045,124831,32,4841
29/12/2020,Scotland,S92000003,1895,122786,26,4809
28/12/2020,Scotland,S92000003,967,120891,30,4783
27/12/2020,Scotland,S92000003,740,119924,34,4753
26/12/2020,Scotland,S92000003,1149,119184,34,4719
25/12/2020,Scotland,S92000003,1165,118035,35,4685
24/12/2020,Scotland,S92000003,1314,116870,36,4650
23/12/2020,Scotland,S92000003,1190,115556,34,4614
22/12/2020,Scotland,S92000003,1316,114366,28,4580
21/12/2020,Scotland,S92000003,1504,113050,25,4552
20/12/2020,Scotland,S92000003,934,111546,29,4527
19/12/2020,Scotland,S92000003,572,110612,28,4498
18/12/2020,Scotland,S92000003,744,110040,23,4470
17/12/2020,Scotland,S92000003,858,109296,36,4447
16/12/2020,Scotland,S92000003,689,108438,31,4411
15/12/2020,Scotland,S92000003,845,107749,32,4380
14/12/2020,Scotland,S92000003,734,106904,31,4348
13/12/2020,Scotland,S92000003,800,106170,26,4317
12/12/2020,Scotland,S92000003,1064,105370,23,4291
11/12/2020,Scotland,S92000003,1001,104306,20,4268
10/12/2020,Scotland,S92000003,933,103305,23,4248
09/12/2020,Scotland,S92000003,897,102372,23,4225
08/12/2020,Scotland,S92000003,692,101475,28,4202
07/12/2020,Scotland,S92000003,677,100783,29,4174
06/12/2020,Scotland,S92000003,643,100106,29,4145
05/12/2020,Scotland,S92000003,777,99463,19,4116
04/12/2020,Scotland,S92000003,966,98686,28,4097
03/12/2020,Scotland,S92000003,958,97720,36,4069
02/12/2020,Scotland,S92000003,951,96762,20,4033
01/12/2020,Scotland,S92000003,754,95811,27,4013
30/11/2020,Scotland,S92000003,369,95058,32,3986
29/11/2020,Scotland,S92000003,746,94689,28,3954
28/11/2020,Scotland,S92000003,788,93943,41,3926
27/11/2020,Scotland,S92000003,969,93155,24,3885
26/11/2020,Scotland,S92000003,1225,92186,23,3861
25/11/2020,Scotland,S92000003,880,90961,32,3838
24/11/2020,Scotland,S92000003,771,90081,30,3806
23/11/2020,Scotland,S92000003,949,89310,31,3776
22/11/2020,Scotland,S92000003,844,88361,36,3745
21/11/2020,Scotland,S92000003,887,87517,33,3709
20/11/2020,Scotland,S92000003,1018,86630,29,3676
19/11/2020,Scotland,S92000003,1089,85612,26,3647
18/11/2020,Scotland,S92000003,1264,84523,24,3621
17/11/2020,Scotland,S92000003,1248,83259,36,3597
16/11/2020,Scotland,S92000003,717,82011,33,3561
15/11/2020,Scotland,S92000003,1159,81294,34,3528
14/11/2020,Scotland,S92000003,1118,80135,40,3494
13/11/2020,Scotland,S92000003,1357,79017,37,3454
12/11/2020,Scotland,S92000003,1212,77660,32,3417
11/11/2020,Scotland,S92000003,1261,76448,36,3385
10/11/2020,Scotland,S92000003,832,75187,34,3349
09/11/2020,Scotland,S92000003,912,74355,40,3315
08/11/2020,Scotland,S92000003,1115,73443,35,3275
07/11/2020,Scotland,S92000003,1596,72328,37,3240
06/11/2020,Scotland,S92000003,1072,70732,26,3203
05/11/2020,Scotland,S92000003,1216,69660,40,3177
04/11/2020,Scotland,S92000003,1433,68444,19,3137
03/11/2020,Scotland,S92000003,999,67011,34,3118
02/11/2020,Scotland,S92000003,951,66012,28,3084
01/11/2020,Scotland,S92000003,1148,65061,34,3056
31/10/2020,Scotland,S92000003,1101,63913,25,3022
30/10/2020,Scotland,S92000003,1281,62812,35,2997
29/10/2020,Scotland,S92000003,1128,61531,27,2962
28/10/2020,Scotland,S92000003,1202,60403,28,2935
27/10/2020,Scotland,S92000003,1327,59201,16,2907
26/10/2020,Scotland,S92000003,1122,57874,30,2891
25/10/2020,Scotland,S92000003,1303,56752,22,2861
24/10/2020,Scotland,S92000003,1433,55449,20,2839
23/10/2020,Scotland,S92000003,1401,54016,17,2819
22/10/2020,Scotland,S92000003,1712,52615,17,2802
21/10/2020,Scotland,S92000003,1739,50903,11,2785
20/10/2020,Scotland,S92000003,1456,49164,17,2774
19/10/2020,Scotland,S92000003,993,47708,15,2757
18/10/2020,Scotland,S92000003,316,46715,21,2742
17/10/2020,Scotland,S92000003,1167,46399,10,2721
16/10/2020,Scotland,S92000003,1196,45232,19,2711
15/10/2020,Scotland,S92000003,1351,44036,16,2692
14/10/2020,Scotland,S92000003,1429,42685,6,2676
13/10/2020,Scotland,S92000003,1297,41256,11,2670
12/10/2020,Scotland,S92000003,961,39959,8,2659
11/10/2020,Scotland,S92000003,956,38998,10,2651
10/10/2020,Scotland,S92000003,1009,38042,10,2641
09/10/2020,Scotland,S92000003,1246,37033,6,2631
08/10/2020,Scotland,S92000003,1027,35787,11,2625
07/10/2020,Scotland,S92000003,1054,34760,9,2614
06/10/2020,Scotland,S92000003,800,33706,4,2605
05/10/2020,Scotland,S92000003,697,32906,2,2601
04/10/2020,Scotland,S92000003,758,32209,3,2599
03/10/2020,Scotland,S92000003,764,31451,3,2596
02/10/2020,Scotland,S92000003,775,30687,1,2593
01/10/2020,Scotland,S92000003,668,29912,5,2592
30/09/2020,Scotland,S92000003,640,29244,4,2587
29/09/2020,Scotland,S92000003,806,28604,1,2583
28/09/2020,Scotland,S92000003,222,27798,3,2582
27/09/2020,Scotland,S92000003,344,27576,2,2579
26/09/2020,Scotland,S92000003,714,27232,2,2577
25/09/2020,Scotland,S92000003,558,26518,1,2575
24/09/2020,Scotland,S92000003,465,25960,2,2574
23/09/2020,Scotland,S92000003,486,25495,1,2572
22/09/2020,Scotland,S92000003,383,25009,2,2571
21/09/2020,Scotland,S92000003,255,24626,2,2569
20/09/2020,Scotland,S92000003,245,24371,3,2567
19/09/2020,Scotland,S92000003,350,24126,0,2564
18/09/2020,Scotland,S92000003,203,23776,2,2564
17/09/2020,Scotland,S92000003,290,23573,1,2562
16/09/2020,Scotland,S92000003,267,23283,0,2561
15/09/2020,Scotland,S92000003,267,23016,0,2561
14/09/2020,Scotland,S92000003,70,22749,3,2561
13/09/2020,Scotland,S92000003,244,22679,1,2558
12/09/2020,Scotland,S92000003,221,22435,0,2557
11/09/2020,Scotland,S92000003,175,22214,0,2557
10/09/2020,Scotland,S92000003,161,22039,0,2557
09/09/2020,Scotland,S92000003,159,21878,0,2557
08/09/2020,Scotland,S92000003,176,21719,0,2557
07/09/2020,Scotland,S92000003,146,21543,0,2557
06/09/2020,Scotland,S92000003,208,21397,0,2557
05/09/2020,Scotland,S92000003,141,21189,0,2557
04/09/2020,Scotland,S92000003,159,21048,1,2557
03/09/2020,Scotland,S92000003,101,20889,1,2556
02/09/2020,Scotland,S92000003,156,20788,1,2555
01/09/2020,Scotland,S92000003,154,20632,0,2554
31/08/2020,Scotland,S92000003,160,20478,0,2554
30/08/2020,Scotland,S92000003,123,20318,0,2554
29/08/2020,Scotland,S92000003,88,20195,0,2554
28/08/2020,Scotland,S92000003,51,20107,1,2554
27/08/2020,Scotland,S92000003,68,20056,0,2553
26/08/2020,Scotland,S92000003,67,19988,0,2553
25/08/2020,Scotland,S92000003,44,19921,0,2553
24/08/2020,Scotland,S92000003,66,19877,0,2553
23/08/2020,Scotland,S92000003,83,19811,1,2553
22/08/2020,Scotland,S92000003,123,19728,1,2552
21/08/2020,Scotland,S92000003,71,19605,0,2551
20/08/2020,Scotland,S92000003,77,19534,0,2551
19/08/2020,Scotland,S92000003,50,19457,1,2551
18/08/2020,Scotland,S92000003,49,19407,0,2550
17/08/2020,Scotland,S92000003,26,19358,0,2550
16/08/2020,Scotland,S92000003,43,19332,0,2550
15/08/2020,Scotland,S92000003,51,19289,0,2550
14/08/2020,Scotland,S92000003,65,19238,0,2550
13/08/2020,Scotland,S92000003,47,19173,0,2550
12/08/2020,Scotland,S92000003,47,19126,0,2550
11/08/2020,Scotland,S92000003,52,19079,0,2550
10/08/2020,Scotland,S92000003,29,19027,0,2550
09/08/2020,Scotland,S92000003,48,18998,0,2550
08/08/2020,Scotland,S92000003,60,18950,0,2550
07/08/2020,Scotland,S92000003,43,18890,0,2550
06/08/2020,Scotland,S92000003,66,18847,0,2550
05/08/2020,Scotland,S92000003,64,18781,0,2550
04/08/2020,Scotland,S92000003,23,18717,0,2550
03/08/2020,Scotland,S92000003,18,18694,0,2550
02/08/2020,Scotland,S92000003,31,18676,0,2550
01/08/2020,Scotland,S92000003,18,18645,0,2550
31/07/2020,Scotland,S92000003,30,18627,0,2550
30/07/2020,Scotland,S92000003,17,18597,0,2550
29/07/2020,Scotland,S92000003,22,18580,0,2550
28/07/2020,Scotland,S92000003,4,18558,0,2550
27/07/2020,Scotland,S92000003,3,18554,0,2550
26/07/2020,Scotland,S92000003,4,18551,0,2550
25/07/2020,Scotland,S92000003,27,18547,1,2550
24/07/2020,Scotland,S92000003,20,18520,0,2549
23/07/2020,Scotland,S92000003,16,18500,0,2549
22/07/2020,Scotland,S92000003,10,18484,0,2549
21/07/2020,Scotland,S92000003,22,18474,0,2549
20/07/2020,Scotland,S92000003,7,18452,0,2549
19/07/2020,Scotland,S92000003,23,18445,0,2549
18/07/2020,Scotland,S92000003,21,18422,0,2549
17/07/2020,Scotland,S92000003,17,18401,0,2549
16/07/2020,Scotland,S92000003,11,18384,0,2549
15/07/2020,Scotland,S92000003,5,18373,0,2549
14/07/2020,Scotland,S92000003,3,18368,0,2549
13/07/2020,Scotland,S92000003,6,18365,0,2549
12/07/2020,Scotland,S92000003,19,18359,0,2549
11/07/2020,Scotland,S92000003,7,18340,0,2549
10/07/2020,Scotland,S92000003,18,18333,0,2549
09/07/2020,Scotland,S92000003,6,18315,0,2549
08/07/2020,Scotland,S92000003,7,18309,0,2549
07/07/2020,Scotland,S92000003,2,18302,0,2549
06/07/2020,Scotland,S92000003,4,18300,0,2549
05/07/2020,Scotland,S92000003,9,18296,1,2549
04/07/2020,Scotland,S92000003,11,18287,0,2548
03/07/2020,Scotland,S92000003,12,18276,1,2548
02/07/2020,Scotland,S92000003,5,18264,0,2547
01/07/2020,Scotland,S92000003,8,18259,0,2547
30/06/2020,Scotland,S92000003,10,18251,0,2547
29/06/2020,Scotland,S92000003,5,18241,1,2547
28/06/2020,Scotland,S92000003,8,18236,1,2546
27/06/2020,Scotland,S92000003,15,18228,4,2545
26/06/2020,Scotland,S92000003,17,18213,0,2541
25/06/2020,Scotland,S92000003,5,18196,0,2541
24/06/2020,Scotland,S92000003,9,18191,1,2541
23/06/2020,Scotland,S92000003,12,18182,1,2540
22/06/2020,Scotland,S92000003,14,18170,3,2539
21/06/2020,Scotland,S92000003,26,18156,2,2536
20/06/2020,Scotland,S92000003,26,18130,3,2534
19/06/2020,Scotland,S92000003,27,18104,0,2531
18/06/2020,Scotland,S92000003,11,18077,3,2531
17/06/2020,Scotland,S92000003,21,18066,3,2528
16/06/2020,Scotland,S92000003,15,18045,6,2525
15/06/2020,Scotland,S92000003,29,18030,3,2519
14/06/2020,Scotland,S92000003,25,15755,4,2516
13/06/2020,Scotland,S92000003,21,15730,3,2512
12/06/2020,Scotland,S92000003,27,15709,2,2509
11/06/2020,Scotland,S92000003,17,15682,2,2507
10/06/2020,Scotland,S92000003,12,15665,5,2505
09/06/2020,Scotland,S92000003,14,15653,1,2500
08/06/2020,Scotland,S92000003,18,15639,6,2499
07/06/2020,Scotland,S92000003,18,15621,7,2493
06/06/2020,Scotland,S92000003,21,15603,3,2486
05/06/2020,Scotland,S92000003,29,15582,9,2483
04/06/2020,Scotland,S92000003,49,15553,2,2474
03/06/2020,Scotland,S92000003,33,15504,8,2472
02/06/2020,Scotland,S92000003,53,15471,6,2464
01/06/2020,Scotland,S92000003,18,15418,3,2458
31/05/2020,Scotland,S92000003,18,15400,6,2455
30/05/2020,Scotland,S92000003,55,15382,6,2449
29/05/2020,Scotland,S92000003,39,15327,11,2443
28/05/2020,Scotland,S92000003,48,15288,16,2432
27/05/2020,Scotland,S92000003,55,15240,16,2416
26/05/2020,Scotland,S92000003,29,15185,14,2400
25/05/2020,Scotland,S92000003,55,15156,14,2386
24/05/2020,Scotland,S92000003,60,15101,8,2372
23/05/2020,Scotland,S92000003,72,15041,11,2364
22/05/2020,Scotland,S92000003,113,14969,17,2353
21/05/2020,Scotland,S92000003,105,14856,24,2336
20/05/2020,Scotland,S92000003,96,14751,22,2312
19/05/2020,Scotland,S92000003,61,14655,28,2290
18/05/2020,Scotland,S92000003,57,14594,23,2262
17/05/2020,Scotland,S92000003,90,14537,26,2239
16/05/2020,Scotland,S92000003,187,14447,29,2213
15/05/2020,Scotland,S92000003,143,14260,26,2184
14/05/2020,Scotland,S92000003,188,14117,35,2158
13/05/2020,Scotland,S92000003,166,13929,42,2123
12/05/2020,Scotland,S92000003,136,13763,31,2081
11/05/2020,Scotland,S92000003,141,13627,32,2050
10/05/2020,Scotland,S92000003,181,13486,28,2018
09/05/2020,Scotland,S92000003,156,13305,34,1990
08/05/2020,Scotland,S92000003,225,13149,34,1956
07/05/2020,Scotland,S92000003,215,12924,40,1922
06/05/2020,Scotland,S92000003,272,12709,43,1882
05/05/2020,Scotland,S92000003,171,12437,50,1839
04/05/2020,Scotland,S92000003,169,12266,40,1789
03/05/2020,Scotland,S92000003,170,12097,37,1749
02/05/2020,Scotland,S92000003,273,11927,44,1712
01/05/2020,Scotland,S92000003,301,11654,48,1668
30/04/2020,Scotland,S92000003,319,11353,43,1620
29/04/2020,Scotland,S92000003,313,11034,38,1577
28/04/2020,Scotland,S92000003,200,10721,40,1539
27/04/2020,Scotland,S92000003,197,10521,60,1499
26/04/2020,Scotland,S92000003,273,10324,43,1439
25/04/2020,Scotland,S92000003,354,10051,48,1396
24/04/2020,Scotland,S92000003,288,9697,38,1348
23/04/2020,Scotland,S92000003,371,9409,49,1310
22/04/2020,Scotland,S92000003,366,9038,46,1261
21/04/2020,Scotland,S92000003,222,8672,51,1215
20/04/2020,Scotland,S92000003,263,8450,61,1164
19/04/2020,Scotland,S92000003,367,8187,46,1103
18/04/2020,Scotland,S92000003,411,7820,52,1057
17/04/2020,Scotland,S92000003,307,7409,38,1005
16/04/2020,Scotland,S92000003,354,7102,43,967
15/04/2020,Scotland,S92000003,390,6748,42,924
14/04/2020,Scotland,S92000003,291,6358,51,882
13/04/2020,Scotland,S92000003,155,6067,41,831
