date,county,country,nn-predictions_avg,nn-score_avg,vader-predictions_avg,vader-score_avg,textblob-predictions_avg,textblob-score_avg,native-predictions_avg,native-score_avg,id
2020-03-21,South Yorkshire,England,0.043478260869565216,0.043478260869565216,0.043478260869565216,-0.051082608695652176,0.34782608695652173,0.11191286571721352,0.21739130434782608,0.21739130434782608,12
2020-03-21,Surrey,England,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.10153333333333332,0.0,0.06633597883597883,0.3333333333333333,0.3333333333333333,13
2020-03-21,West Midlands,England,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.052631372549019596,0.13725490196078433,-0.004705194156787293,0.058823529411764705,0.058823529411764705,14
2020-03-21,West Yorkshire,England,0.25,0.25,0.0,-0.07548333333333335,0.375,0.09953355479397145,0.0,0.0,15
2020-03-21,Wiltshire,England,0.2,0.2,-0.2,-0.09505999999999999,0.2,0.0027009680134680025,0.6,0.6,16
2020-03-21,Worcestershire,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2020-03-21,Herefordshire,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
2020-03-21,City and County of the City of London,England,0.10614525139664804,0.10614525139664804,0.061452513966480445,0.03481787709497207,0.24581005586592178,0.06954893860794698,0.15083798882681565,0.15083798882681565,19
2020-03-21,Greater London,England,0.10614525139664804,0.10614525139664804,0.061452513966480445,0.03481787709497207,0.24581005586592178,0.06954893860794698,0.15083798882681565,0.15083798882681565,20
2020-03-21,Tweeddale,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
2020-03-21,Stirling and Falkirk,Scotland,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.03697691197691197,0.3333333333333333,0.3333333333333333,22
2020-03-21,Clackmannan,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
2020-03-21,Nairn,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2020-03-21,City of Edinburgh,Scotland,-0.16666666666666666,-0.16666666666666666,0.08333333333333333,0.06194166666666667,0.16666666666666666,0.20260416666666667,0.0,0.0,25
2020-03-21,East Lothian,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
2020-03-21,Midlothian,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2020-03-21,West Lothian,Scotland,0.0,0.0,0.0,-0.17889999999999998,0.5,0.15,0.0,0.0,28
2020-03-21,Perth and Kinross,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
2020-03-21,City of Dundee,Scotland,1.0,1.0,0.6666666666666666,0.35273333333333334,0.3333333333333333,0.04444444444444443,0.3333333333333333,0.3333333333333333,30
2020-03-21,Lanarkshire,Scotland,-0.3333333333333333,-0.3333333333333333,0.0,0.05285000000000003,-0.16666666666666666,-0.09418911335578001,0.3333333333333333,0.3333333333333333,31
2020-03-21,City of Glasgow,Scotland,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.03613636363636363,0.0,-0.005264155937857231,0.18181818181818182,0.18181818181818182,32
2020-03-21,"Roxburgh, Ettrick and Lauderdale",Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
2020-03-21,Berwickshire,Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2020-03-21,Powys,Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
2020-03-21,Derbyshire,England,-0.2,-0.2,0.2,0.0054800000000000074,-0.6,-0.028552188552188523,-0.6,-0.6,36
2020-03-21,Staffordshire,England,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.03851428571428572,0.14285714285714285,0.023759920634920627,0.7142857142857143,0.7142857142857143,37
2020-03-21,Warwickshire,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
2020-03-21,Leicestershire,England,1.0,1.0,1.0,0.61432,0.2,0.0729747474747475,0.6,0.6,39
2020-03-21,Hampshire,England,1.0,1.0,1.0,0.8620333333333333,-0.3333333333333333,-0.0027777777777778048,1.0,1.0,40
2020-03-21,West Sussex,England,0.0,0.0,1.0,0.73045,0.0,0.01597222222222225,1.0,1.0,41
2020-03-21,East Sussex,England,-0.2857142857142857,-0.2857142857142857,0.14285714285714285,0.07912142857142859,0.2857142857142857,0.10253404581529581,0.2857142857142857,0.2857142857142857,42
2020-03-21,Devon,England,0.0,0.0,-0.16666666666666666,-0.00868333333333334,0.3333333333333333,0.0691358024691358,-0.6666666666666666,-0.6666666666666666,43
2020-03-21,Somerset,England,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.2892666666666666,0.0,0.0,-0.3333333333333333,-0.3333333333333333,44
2020-03-21,Bristol,England,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.09505000000000001,0.1111111111111111,0.0465681951793063,0.2222222222222222,0.2222222222222222,45
2020-03-21,Gloucestershire,England,-1.0,-1.0,1.0,0.6996,0.0,0.0,-1.0,-1.0,46
2020-03-21,Dyfed,Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-21,Gwynedd,Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-21,Clwyd,Wales,1.0,1.0,-1.0,-0.3818,-1.0,-0.8,1.0,1.0,49
2020-03-21,Merseyside,England,0.2727272727272727,0.2727272727272727,0.21212121212121213,0.14953333333333332,0.2727272727272727,0.08517458358840933,0.3333333333333333,0.3333333333333333,50
2020-03-21,Lancashire,England,0.14285714285714285,0.14285714285714285,-0.14285714285714285,-0.02297142857142857,-0.2857142857142857,-0.31071428571428567,0.14285714285714285,0.14285714285714285,51
